dataset,config,feature_map,reps,entanglement,optimization,optimization_level,optimization_name,optimization_description,run,seed,gpu_id,accuracy,f1_score,mcc,training_time,circuit_depth,total_gates,two_qubit_gates
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,9,5120,2,0.8893333333333333,0.8903920786148146,0.7677355638384742,656.7293300861493,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,10,6144,0,0.888,0.8890011485220334,0.7643592782401754,661.095668959897,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,10,6144,1,0.8866666666666667,0.887439248717204,0.7592392334604993,628.8810864510015,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,11,7168,2,0.87,0.8719230044983785,0.7365653979861493,644.1782975913957,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,11,7168,0,0.8733333333333333,0.875039867762999,0.740506327326238,640.0131619893946,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,12,8192,1,0.8773333333333333,0.8785751258187092,0.742957674559695,642.4278612579219,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,12,8192,2,0.8773333333333333,0.8785751258187092,0.742957674559695,654.1101273382083,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,13,9216,0,0.8813333333333333,0.8818690079964456,0.7455890638324116,661.0618134280667,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,13,9216,1,0.8813333333333333,0.8818690079964456,0.7455890638324116,638.6438636826351,195,592,372
UNSW_NB15,10q_5k,Pauli,2,full,L0,0,L0,baseline_unoptimized,14,10240,2,0.884,0.8851028862478778,0.7565549122629405,640.1719002299942,237,604,474
UNSW_NB15,10q_5k,Pauli,2,full,L3,3,L3,qiskit_heavy,14,10240,0,0.884,0.8851028862478778,0.7565549122629405,648.0518318368122,195,592,372
